id,query,expected_behavior,reply,verdict,logical,verdict_summary,analysis,mode,city,category_detected,machines_count,reply_language,intent_match,response_relevance,language_match,result_quality,helpfulness,overall_quality,llm_judge_overall,optimize,issues,optimization_hints,structural_pass
search_041,buy jcb in jaipur,Show relevant backhoe loader machines in Jaipur with prices/details,JCB appears in these categories: wheel loader.,WRONG,False,Wrong filters: ? in ?,Expected backhoe loader in jaipur.,brand_inventory,,,0,english,25,88,95,85,75,68,,True,"Category mismatch: got 'none', expected 'backhoe loader' | City mismatch: got 'none', expected 'jaipur' | Reply doesn't mention city 'jaipur'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
search_042,used excavator in mumbai,Show relevant excavator machines in Mumbai with prices/details,"I couldn't find an exact Excavator in Mumbai right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant excavator machines in Mumbai with prices/details,no_result,mumbai,excavator,0,english,100,100,95,85,90,96,,False,,,True
search_043,new crane in delhi,Show relevant crane machines in Delhi with prices/details,"No new Crane in Delhi. Showing available Crane in Delhi.

Good news — I found 1 Crane in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Liebherr LTM 1100 (crane), Liebherr LTM 1100, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Liebherr LTM 1100 (crane) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Liebherr LTM 1100 · Expected: Show relevant crane machines in Delhi with prices/details,search,delhi,crane,1,english,100,100,95,84,100,97,,False,,,True
search_044,excavator for rent in pune,Show relevant excavator machines in Pune with prices/details,"Good news — I found 1 Excavator in Pune. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Komatsu PC210 (excavator), Komatsu PC210, — Pune, ₹24,000/day, available, rating 4.0/5
Best match: Komatsu PC210 (excavator) in Pune — ₹24,000/day, available, condition n/a , rating 4.0/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Komatsu PC210 · Expected: Show relevant excavator machines in Pune with prices/details,search,pune,excavator,1,english,100,100,95,84,100,97,,False,,,True
search_045,dumper in jaipur,Show relevant dump truck machines in Jaipur with prices/details,"I couldn't find an exact Dump Truck in Jaipur. No Dump Truck in Jaipur. Showing similar machines available in Jaipur.

1. SCHWING STETTER BP 350 DXT Trailer Mounted (CONCRETE PUMP), SCHWING STETTER BP 350 DXT, — Jaipur, ₹199/hourly, available, used 2017, rating 5.0/5
2. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available
3. JCB 432 ZX Heavy Duty (WHEEL LOADER 3 T), JCB 432 ZX, — Jaipur, ₹500/daily, available, used 2017, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Dump Truck. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,"Returned 3 machine(s): SCHWING STETTER BP 350 DXT Trailer Mounted, EPIROC AIR ROC D-35(LM-100) Pneumati · Expected: Show relevant dump truck machines in Jaipur with prices/details",no_result,jaipur,dump truck,3,english,100,100,95,92,100,98,,False,,,True
search_046,tipper in delhi,Show relevant dump truck machines in Delhi with prices/details,"Good news — I found 1 Dump Truck in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Tata Signa 3525.TK (dump truck), Tata Signa 3525.TK, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Tata Signa 3525.TK (dump truck) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Tata Signa 3525.TK · Expected: Show relevant dump truck machines in Delhi with prices/details,search,delhi,dump truck,1,english,100,100,95,84,100,97,,False,,,True
search_047,roller in jaipur,Show relevant road roller machines in Jaipur with prices/details,"I couldn't find an exact Road Roller in Jaipur. No Road Roller in Jaipur. Showing similar machines available in Jaipur.

1. CATERPILLAR 120K2 Heavy Duty (MOTOR GRADER), CATERPILLAR 120K2, — Jaipur, ₹500/hourly, available, used 2017, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Road Roller. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): CATERPILLAR 120K2 Heavy Duty · Expected: Show relevant road roller machines in Jaipur with prices/details,no_result,jaipur,road roller,1,english,100,100,95,84,100,97,,False,,,True
search_048,dozer in delhi,Show relevant bulldozer machines in Delhi with prices/details,"Good news — I found 1 Bulldozer in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Caterpillar D6 (bulldozer), Caterpillar D6, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Caterpillar D6 (bulldozer) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Caterpillar D6 · Expected: Show relevant bulldozer machines in Delhi with prices/details,search,delhi,bulldozer,1,english,100,100,95,84,100,97,,False,,,True
search_049,loader in mumbai,Show relevant wheel loader machines in Mumbai with prices/details,I'm not fully sure which machine you need. Can you tell me the work type and city?,WRONG,False,Wrong filters: ? in ?,Expected wheel loader in mumbai.,unknown,,,0,english,25,70,95,85,90,64,,True,"Category mismatch: got 'none', expected 'wheel loader' | City mismatch: got 'none', expected 'mumbai' | Reply doesn't mention 'wheel loader' | Reply doesn't mention city 'mumbai'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
search_050,mixer in jaipur,Show relevant concrete mixer machines in Jaipur with prices/details,"I couldn't find an exact Concrete Mixer in Jaipur. No Concrete Mixer in Jaipur. Showing similar machines available in Jaipur.

1. SCHWING STETTER BP 350 DXT Trailer Mounted (CONCRETE PUMP), SCHWING STETTER BP 350 DXT, — Jaipur, ₹199/hourly, available, used 2017, rating 5.0/5

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Concrete Mixer. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): SCHWING STETTER BP 350 DXT Trailer Mounted · Expected: Show relevant concrete mixer machines in Jaipur with prices/details,no_result,jaipur,concrete mixer,1,english,100,100,95,84,100,97,,False,,,True
search_051,drill in jaipur,Show relevant crawler drill machines in Jaipur with prices/details,"Good news — I found 1 Crawler Drill in Jaipur. Check the details below, then use **Contact Owner** on the card to take the next step:

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available
Best match: EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL) in Jaipur — ₹400/daily, available, used 2022, rating not available. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant crawler drill machines in Jaipur with prices/details,search,jaipur,crawler drill,1,english,100,100,95,84,100,97,,False,,,True
search_052,excavator jaipur,Show relevant excavator machines in Jaipur with prices/details,"I couldn't find an exact Excavator in Jaipur. No Excavator in Jaipur. Showing similar machines available in Jaipur.

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Excavator. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,1,english,100,100,95,84,100,97,,False,,,True
search_053,jaipur me excavator,Show relevant excavator machines in Jaipur with prices/details,"I couldn't find an exact Excavator in Jaipur. No Excavator in Jaipur. Showing similar machines available in Jaipur.

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Excavator. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,1,english,100,100,95,84,100,97,,False,,,True
search_054,delhi me crane chahiye,Show relevant crane machines in Delhi with prices/details,"Good news —  Delhi me 1 Crane mile hai. Details neeche dekhein, phir card par Contact Owner se booking start karein:

1. Liebherr LTM 1100 (crane), Liebherr LTM 1100, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Liebherr LTM 1100 (crane) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Liebherr LTM 1100 · Expected: Show relevant crane machines in Delhi with prices/details,search,delhi,crane,1,hinglish,100,100,95,84,100,97,,False,,,True
spell_000,excvator in jaipir,Show relevant excavator machines in Jaipur with prices/details,"I couldn't find an exact Excavator in Jaipur. No Excavator in Jaipur. Showing similar machines available in Jaipur.

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Excavator. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,1,english,100,100,95,84,100,97,,False,,,False
spell_001,hydra crne in delih,Show relevant hydra crane machines in Delhi with prices/details,"Good news — I found 1 Hydra Crane in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. ACE FX 150 (hydra crane), ACE FX 150, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: ACE FX 150 (hydra crane) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): ACE FX 150 · Expected: Show relevant hydra crane machines in Delhi with prices/details,search,delhi,hydra crane,1,english,100,100,95,84,100,97,,False,,,False
spell_002,road rolar in pune,Show relevant road roller machines in Pune with prices/details,"Good news — I found 1 Road Roller in Pune. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Bomag BW 161 (road roller), Bomag BW 161, — Pune, ₹24,000/day, available, rating 4.0/5
Best match: Bomag BW 161 (road roller) in Pune — ₹24,000/day, available, condition n/a , rating 4.0/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Bomag BW 161 · Expected: Show relevant road roller machines in Pune with prices/details,search,pune,road roller,1,english,100,100,95,84,100,97,,False,,,False
spell_003,jcb chahiy,Search or ask city for backhoe loader,"JCB in categories me available hai: backhoe loader, compact loader, compactor, drum roller, road roller, telehandler, wheel loader.",PARTIAL,True,Mostly OK but missing detail in reply text,"Category mismatch: got 'none', expected 'backhoe loader'",brand_inventory,,,0,hinglish,60,88,95,85,90,80,,False,"Category mismatch: got 'none', expected 'backhoe loader'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
spell_004,dump truk mumbai,Show relevant dump truck machines in Mumbai with prices/details,"I couldn't find an exact Dump Truck in Mumbai right now. Similar categories: Tipper, Articulated Hauler. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant dump truck machines in Mumbai with prices/details,no_result,mumbai,dump truck,0,english,100,100,95,85,90,96,,False,,,False
spell_005,crawlar dril jaipur,Show relevant crawler drill machines in Jaipur with prices/details,"Good news — I found 1 Crawler Drill in Jaipur. Check the details below, then use **Contact Owner** on the card to take the next step:

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available
Best match: EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL) in Jaipur — ₹400/daily, available, used 2022, rating not available. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant crawler drill machines in Jaipur with prices/details,search,jaipur,crawler drill,1,english,100,100,95,84,100,97,,False,,,False
spell_006,exavator delhi,Show relevant excavator machines in Delhi with prices/details,"Good news — I found 1 Excavator in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Caterpillar 320D (excavator), Caterpillar 320D, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Caterpillar 320D (excavator) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Caterpillar 320D · Expected: Show relevant excavator machines in Delhi with prices/details,search,delhi,excavator,1,english,100,100,95,84,100,97,,False,,,False
spell_007,excavater in jaipur,Show relevant excavator machines in Jaipur with prices/details,"I couldn't find an exact Excavator in Jaipur. No Excavator in Jaipur. Showing similar machines available in Jaipur.

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Excavator. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,1,english,100,100,95,84,100,97,,False,,,False
spell_008,crain in mumbai,Show relevant crane machines in Mumbai with prices/details,"I couldn't find an exact Crane in Mumbai right now. Similar categories: Hydra Crane, Truck Mounted Crane. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant crane machines in Mumbai with prices/details,no_result,mumbai,crane,0,english,100,100,95,85,90,96,,False,,,False
spell_009,buldozer jaipur,Show relevant bulldozer machines in Jaipur with prices/details,"I couldn't find an exact Bulldozer in Jaipur. No Bulldozer in Jaipur. Showing similar machines available in Jaipur.

1. JCB 432 ZX Heavy Duty (WHEEL LOADER 3 T), JCB 432 ZX, — Jaipur, ₹500/daily, available, used 2017, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Bulldozer. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): JCB 432 ZX Heavy Duty · Expected: Show relevant bulldozer machines in Jaipur with prices/details,no_result,jaipur,bulldozer,1,english,100,100,95,84,100,97,,False,,,False
spell_010,roler in delhi,Show relevant road roller machines in Delhi with prices/details,"Good news — I found 1 Road Roller in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. JCB VM 117 (road roller), JCB VM 117, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: JCB VM 117 (road roller) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): JCB VM 117 · Expected: Show relevant road roller machines in Delhi with prices/details,search,delhi,road roller,1,english,100,100,95,84,100,97,,False,,,False
spell_011,jcb in jaiur,Show relevant backhoe loader machines in Jaipur with prices/details,JCB appears in these categories: wheel loader.,WRONG,False,Wrong filters: ? in ?,Expected backhoe loader in jaipur.,brand_inventory,,,0,english,25,88,95,85,75,68,,True,"Category mismatch: got 'none', expected 'backhoe loader' | City mismatch: got 'none', expected 'jaipur' | Reply doesn't mention city 'jaipur'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
spell_012,poclain in jaiur,Show relevant excavator machines in Jaipur with prices/details,"I couldn't find an exact Excavator in Jaipur. No Excavator in Jaipur. Showing similar machines available in Jaipur.

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Excavator. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,1,english,100,100,95,84,100,97,,False,,,False
spell_013,excavator in nodia,Show relevant excavator machines in Noida with prices/details,"I couldn't find an exact Excavator in Noida right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Delhi and Gurgaon. Would you like me to check Delhi? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant excavator machines in Noida with prices/details,no_result,noida,excavator,0,english,100,100,95,85,90,96,,False,,,True
spell_014,crane in banglore,Show relevant crane machines in Bangalore with prices/details,"I couldn't find an exact Crane in Bangalore right now. Similar categories: Hydra Crane, Truck Mounted Crane. Nearby options with listings: Chennai. Would you like me to check Chennai? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant crane machines in Bangalore with prices/details,no_result,bangalore,crane,0,english,100,100,95,85,90,96,,False,,,False
spell_015,hydra crane in dilli,Show relevant hydra crane machines in Delhi with prices/details,"Good news — I found 1 Hydra Crane in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. ACE FX 150 (hydra crane), ACE FX 150, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: ACE FX 150 (hydra crane) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): ACE FX 150 · Expected: Show relevant hydra crane machines in Delhi with prices/details,search,delhi,hydra crane,1,english,100,100,95,84,100,97,,False,,,True
spell_016,mujhe Crawlre Dril chaiye,Search or ask city for crawler drill,"Theek hai — Crawler Drill good choice hai. Kis city me chahiye? Budget ya rent/buy bhi bata dein, main best matches dikhaunga.",RELEVANT,True,Response matches query — relevant and logical,Asked for clarification (correct) · Expected: Search or ask city for crawler drill,clarification,,crawler drill,0,hinglish,100,98,95,95,90,97,,False,,,False
spell_017,excavtor mumbai,Show relevant excavator machines in Mumbai with prices/details,"I couldn't find an exact Excavator in Mumbai right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant excavator machines in Mumbai with prices/details,no_result,mumbai,excavator,0,english,100,100,95,85,90,96,,False,,,False
spell_018,dumper in mumabi,Show relevant dump truck machines in Mumbai with prices/details,"I couldn't find an exact Dump Truck in Mumbai right now. Similar categories: Tipper, Articulated Hauler. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant dump truck machines in Mumbai with prices/details,no_result,mumbai,dump truck,0,english,100,100,95,85,90,96,,False,,,False
spell_019,grader in ahmdabad,Show relevant motor grader machines in Ahmedabad with prices/details,"I couldn't find an exact Motor Grader in Ahmedabad right now. Similar categories: Road Roller, Compactor. Nearby options with listings: Jaipur and Pune. Would you like me to check Jaipur? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant motor grader machines in Ahmedabad with prices/details,no_result,ahmedabad,motor grader,0,english,100,100,95,85,90,96,,False,,,False
spell_020,mixer in chenai,Show relevant concrete mixer machines in Chennai with prices/details,"I couldn't find an exact Concrete Mixer in Chennai. No Concrete Mixer in Chennai. Showing similar machines available in Chennai.

1. Mahindra Blazo X Mixer (concrete mixer truck), Mahindra Blazo X Mixer, — Chennai, ₹12,000/day, available, rating 4.0/5
2. Zoomlion HBT60 (concrete pump), Zoomlion HBT60, — Chennai, ₹12,000/day, available, rating 4.0/5

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Concrete Mixer. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,"Returned 2 machine(s): Mahindra Blazo X Mixer, Zoomlion HBT60 · Expected: Show relevant concrete mixer machines in Chennai with prices/details",no_result,chennai,concrete mixer,2,english,100,100,95,88,100,97,,False,,,False
spell_021,loader in hydrabad,Show relevant wheel loader machines in Hyderabad with prices/details,I'm not fully sure which machine you need. Can you tell me the work type and city?,WRONG,False,Wrong filters: ? in ?,Expected wheel loader in hyderabad.,unknown,,,0,english,25,70,95,85,90,64,,True,"Category mismatch: got 'none', expected 'wheel loader' | City mismatch: got 'none', expected 'hyderabad' | Reply doesn't mention 'wheel loader' | Reply doesn't mention city 'hyderabad'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
spell_022,excavator in kolkatta,Show relevant excavator machines in Kolkata with prices/details,"I couldn't find an exact Excavator in Kolkata right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Chennai, Delhi, Gurgaon and Pune. Would you like me to check Chennai? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant excavator machines in Kolkata with prices/details,no_result,kolkata,excavator,0,english,100,100,95,85,90,96,,False,,,False
spell_023,crane in puna,Show relevant crane machines in Pune with prices/details,"Good news — I found 1 Crane in Pune. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Sany SCC8000A (crane), Sany SCC8000A, — Pune, ₹24,000/day, available, rating 4.0/5
Best match: Sany SCC8000A (crane) in Pune — ₹24,000/day, available, condition n/a , rating 4.0/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Sany SCC8000A · Expected: Show relevant crane machines in Pune with prices/details,search,pune,crane,1,english,100,100,95,84,100,97,,False,,,True
spell_024,jcb in ahemdabad,Show relevant backhoe loader machines in Ahmedabad with prices/details,"Which machine category should I check for JCB — excavator, road roller, crane, or another type?",WRONG,False,Wrong filters: ? in ?,Expected backhoe loader in ahmedabad.,clarification,,,0,english,25,98,95,95,90,74,,True,"Category mismatch: got 'none', expected 'backhoe loader' | City mismatch: got 'none', expected 'ahmedabad' | Reply doesn't mention city 'ahmedabad'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
spell_025,road roller in japur,Show relevant road roller machines in Jaipur with prices/details,"I couldn't find an exact Road Roller in Jaipur. No Road Roller in Jaipur. Showing similar machines available in Jaipur.

1. CATERPILLAR 120K2 Heavy Duty (MOTOR GRADER), CATERPILLAR 120K2, — Jaipur, ₹500/hourly, available, used 2017, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Road Roller. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): CATERPILLAR 120K2 Heavy Duty · Expected: Show relevant road roller machines in Jaipur with prices/details,no_result,jaipur,road roller,1,english,100,100,95,84,100,97,,False,,,False
spell_026,drill in jaypur,Show relevant crawler drill machines in Jaipur with prices/details,"Good news — I found 1 Crawler Drill in Jaipur. Check the details below, then use **Contact Owner** on the card to take the next step:

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available
Best match: EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL) in Jaipur — ₹400/daily, available, used 2022, rating not available. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant crawler drill machines in Jaipur with prices/details,search,jaipur,crawler drill,1,english,100,100,95,84,100,97,,False,,,False
spell_027,nodia,"Logical, relevant reply matching user intent","Could you clarify what you need? I can help with machines, rent/buy, or support.",PARTIAL,True,Mostly OK but missing detail in reply text,"City mismatch: got 'none', expected 'noida'; Reply doesn't mention city 'noida'; Clarification reply should ask city/category clearly",clarification,,,0,english,65,70,95,95,90,78,,True,"City mismatch: got 'none', expected 'noida' | Reply doesn't mention city 'noida' | Clarification reply should ask city/category clearly",Fix intent resolver — filters or assistant_mode don't match user intent.,False
hinglish_000,mujhe jaipur ke andar excavator chahiye,Show relevant excavator machines in Jaipur with prices/details,"Exact Excavator Jaipur me nahi mila. No Excavator in Jaipur. Showing similar machines available in Jaipur.

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

Ye close alternatives hain — Contact Owner se pehle price, condition aur city compare karein.
I could not find the exact requested Excavator. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,1,hinglish,100,100,100,84,100,98,,False,,,True
hinglish_001,mujhe jaipur ke andar jcb chahiye,Show relevant backhoe loader machines in Jaipur with prices/details,Mujhe poora clear nahi hai kaunsi machine chahiye. Kaam ka type aur city bata dein?,WRONG,False,Wrong filters: ? in ?,Expected backhoe loader in jaipur.,unknown,,,0,hinglish,25,70,100,85,90,65,,True,"Category mismatch: got 'none', expected 'backhoe loader' | City mismatch: got 'none', expected 'jaipur' | Reply doesn't mention 'backhoe loader' | Reply doesn't mention city 'jaipur'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
hinglish_002,mujhe delhi me crane chahiye,Show relevant crane machines in Delhi with prices/details,"Good news —  Delhi me 1 Crane mile hai. Details neeche dekhein, phir card par Contact Owner se booking start karein:

1. Liebherr LTM 1100 (crane), Liebherr LTM 1100, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Liebherr LTM 1100 (crane) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Liebherr LTM 1100 · Expected: Show relevant crane machines in Delhi with prices/details,search,delhi,crane,1,hinglish,100,100,100,84,100,98,,False,,,True
