area_sqft,floors,city,property_type,quality,bricks,cement_bags,sand_cft,steel_kg,water_litres,pop_kg,paint_litres,tiles_sqft,aggregate_cft,labour_days,working_days,total_cost_inr
2900,2,ahmedabad,residential,premium,277917,4433,16409,40862,289274,6362,2701,2113,11247,7436,1276,17894200
1500,5,jaipur,residential,premium,356701,5462,17227,36958,311502,6501,3611,2723,14196,7727,1669,21621850
2800,2,delhi,residential,standard,246927,3902,14445,36730,272351,4788,2108,2338,8035,5484,816,14425507
1150,1,chennai,residential,standard,51691,809,2966,6734,47756,1058,419,469,1936,1100,155,3130045
1050,1,mumbai,residential,standard,51690,783,3161,7247,52343,686,345,471,2305,1457,164,3479129
900,2,delhi,commercial,standard,103596,1452,5330,13116,83809,1544,641,759,4273,2394,289,4772226
2950,1,mumbai,residential,standard,151663,2371,7759,17392,130567,1919,1007,1299,6369,3710,459,9839803
1800,2,mumbai,commercial,standard,259704,3552,13841,36868,144746,3464,1309,1355,9450,5870,563,11600602
4650,2,kolkata,industrial,standard,282550,4454,14627,33952,383008,8488,3134,3609,10100,6901,1343,19554644
3750,2,mumbai,residential,standard,397729,6398,21162,59807,369305,4729,2673,3005,12958,9792,1224,24568612
4050,1,chennai,residential,standard,181308,2641,9114,25474,196682,2964,1229,1546,6764,4113,628,10821398
4800,2,kolkata,residential,standard,343393,4967,17441,39641,455777,9462,3069,4043,12611,9071,1299,20882617
1550,2,delhi,residential,standard,144706,2277,8218,18936,124852,3040,958,1157,5250,3695,499,8161905
1500,4,hyderabad,residential,premium,333976,4804,19467,50783,245341,6794,2985,2208,12758,8936,1191,21783412
850,1,bangalore,commercial,standard,52603,761,2781,6820,40148,838,338,374,1694,1253,138,2301684
3500,1,delhi,commercial,standard,191995,2978,10319,23284,163895,2887,1075,1556,6625,4987,547,9916746
3250,2,hyderabad,residential,standard,248234,4057,13188,32146,294498,5522,2123,2848,11279,6172,1019,16503788
1450,2,delhi,residential,basic,96882,1668,5967,11713,131926,1632,830,1130,3765,2764,315,6078375
2550,1,kolkata,residential,premium,130216,2035,7078,19271,113679,3200,1313,1000,4235,2957,481,8404816
900,2,ahmedabad,residential,standard,59302,1004,3308,8963,73688,1598,710,799,2109,1484,270,3773677
1900,5,lucknow,residential,standard,311711,4512,15697,41148,396695,5868,2987,4068,9275,7525,1304,18825476
3300,1,mumbai,commercial,standard,215635,3135,11796,30357,134281,2450,1303,1170,8091,5021,501,10921320
500,2,mumbai,residential,basic,39105,673,2158,5314,45266,735,266,350,1453,900,115,2442716
4300,2,ahmedabad,commercial,standard,368149,6021,19785,54192,375366,5950,3036,3019,16254,9028,1337,17890679
4800,1,ahmedabad,residential,standard,158534,2296,8503,19364,199009,4551,1725,2082,6849,3899,719,10248695
3800,5,pune,commercial,standard,965197,17032,56383,124585,843388,16245,7195,7298,39615,24410,2650,48241880
3700,3,bangalore,industrial,basic,335835,5368,17318,34941,520075,6079,3132,4575,11327,7392,1249,22172062
4250,1,mumbai,residential,standard,235742,3406,12940,26392,186951,3856,1350,1826,7043,5124,595,13514876
800,1,delhi,residential,premium,47720,685,2694,6766,37537,672,395,334,2106,1209,164,3362445
750,2,pune,commercial,standard,78563,1286,4267,12673,65416,971,518,626,3140,1878,210,4042004
2900,1,ahmedabad,residential,standard,103721,1466,5595,11377,141030,1897,914,1050,3824,2706,444,6313606
5000,2,hyderabad,residential,standard,376541,6109,24753,46119,473512,7864,3767,4197,13770,11167,1533,25623675
3300,2,chennai,residential,standard,298153,4408,14865,35959,281341,5599,2511,2396,10994,6532,1020,16619196
1500,1,kolkata,residential,standard,51136,873,2988,7452,60149,1209,480,613,1729,1280,238,3395237
3400,3,kolkata,residential,basic,276067,4754,16661,32646,466752,6710,2818,4480,9498,6433,1132,17196992
4400,3,bangalore,residential,standard,575134,8615,35994,84783,586171,9272,4494,5257,23612,16585,1962,38411754
4500,1,kolkata,residential,premium,214401,3326,13757,30449,197639,6297,2404,1705,8052,4858,928,14885806
3450,5,mumbai,residential,standard,899802,12855,54262,122609,717968,12770,5675,7477,28982,21052,2338,57876688
2200,1,chennai,residential,premium,136511,1885,7951,19331,107715,2252,976,873,4772,2929,476,8843772
4750,5,mumbai,residential,standard,1315484,19363,74251,135592,984622,17995,7857,9124,38881,27086,3605,72474053
750,3,mumbai,residential,premium,155280,2513,9674,17991,108234,3060,1012,933,5608,4379,448,10924317
1600,1,mumbai,residential,standard,79972,1282,4156,11849,66234,1411,616,718,3124,1816,251,4882123
2900,4,mumbai,commercial,standard,814155,11550,43798,102937,479270,9768,4121,4450,33317,19086,1617,37220472
1250,3,kolkata,residential,premium,184466,3014,10287,21710,178230,4802,1962,1450,7977,4724,721,12331052
1400,4,mumbai,industrial,premium,348583,5449,19045,42389,226389,5495,3135,2102,12241,7102,1254,27225252
700,2,lucknow,residential,standard,44706,679,2195,5881,59015,877,437,615,1344,1040,198,2612370
3200,3,chennai,residential,premium,544077,9569,29061,66112,472365,9883,4887,4186,19895,13315,2089,38104473
600,2,bangalore,commercial,standard,72850,997,4070,10337,50395,1178,471,539,2932,1573,174,3221069
2350,2,hyderabad,residential,standard,176456,2682,9913,28042,228849,4551,1710,1917,7286,5028,652,11903942
3250,3,delhi,residential,basic,342879,5067,19057,37923,451864,7054,3063,3833,12884,9118,1220,20301461
550,3,jaipur,residential,premium,75716,1172,4105,8443,66261,2204,892,590,2598,1763,341,5146380
4500,4,delhi,residential,standard,741830,12599,43354,119040,815742,12337,5574,7088,33123,20732,2961,46667776
3850,4,jaipur,commercial,premium,896435,14986,49327,119543,720525,17463,7852,6128,28975,20292,3327,43964069
900,1,pune,residential,premium,52647,774,2725,6501,38503,958,391,372,1927,1274,175,3405551
1700,2,kolkata,residential,premium,182532,2838,8713,23289,160732,3992,1516,1422,6305,4700,760,11230211
850,1,bangalore,residential,basic,29265,429,1590,3390,34059,599,252,376,1164,734,104,1858663
2800,2,jaipur,industrial,premium,189889,2947,10066,28411,254571,4821,3056,2447,6636,4749,1252,17480468
3200,1,hyderabad,residential,standard,122619,2151,6985,17867,132099,2236,1198,1364,4278,3484,494,7799736
3450,3,mumbai,commercial,basic,573077,8233,30549,65532,415059,5161,3283,4548,20976,14397,1322,25833503
3350,4,ahmedabad,industrial,standard,352989,5330,19940,47370,653790,10536,4384,5750,15244,9360,2017,27244727
3500,2,mumbai,residential,premium,508300,8095,27707,66851,282408,9035,2995,3052,15931,13608,1472,33544742
1100,2,bangalore,residential,standard,94401,1568,5565,11488,107517,1865,851,797,3776,2741,325,6155251
3250,1,chennai,residential,basic,108589,1585,6637,12355,153227,1625,935,1347,4066,2673,402,6233569
1950,1,ahmedabad,industrial,standard,50749,841,3242,6940,78279,1357,772,695,2182,1268,319,3934859
1350,2,lucknow,commercial,standard,115459,1594,5899,15603,116684,2441,956,1042,3666,2935,367,5025271
3450,2,lucknow,residential,basic,172088,2862,8953,26004,320650,4083,1682,2699,6009,4139,831,9970113
2100,5,kolkata,residential,basic,311621,4461,16720,44989,494514,5684,2716,4591,10117,7517,1380,16734688
4550,1,delhi,residential,basic,161767,2474,9353,19217,198262,3007,1393,1630,6747,3618,501,9245636
700,1,bangalore,residential,premium,44711,629,2591,5519,30726,842,301,261,1487,1155,153,2798079
1750,1,mumbai,residential,premium,132908,2092,7828,16214,86982,1981,862,691,4031,3268,334,8286099
1450,1,mumbai,residential,premium,99033,1637,5671,16071,64353,1472,682,638,4053,2516,286,6703074
2800,3,kolkata,residential,basic,233594,3713,13341,31810,387055,4258,2233,3662,8712,5455,930,13218234
4100,2,ahmedabad,residential,standard,298084,3936,14301,36873,396801,5596,2655,3639,11876,6235,1163,17395082
4150,1,pune,residential,standard,174774,2958,10142,23315,169101,3915,1591,1624,6889,4635,583,11124506
1300,4,lucknow,residential,basic,135830,1830,7025,14640,246273,3632,1304,1898,4802,2818,595,7434425
3550,1,hyderabad,industrial,basic,97549,1544,5448,12152,157126,1873,903,1376,3467,2222,439,6754407
4400,3,lucknow,industrial,standard,303553,5217,16553,46553,559836,11012,4549,5825,11729,8604,2044,25474608
3600,1,chennai,residential,basic,124097,2036,6059,16534,156991,2012,970,1596,5077,3269,392,7342922
3850,2,ahmedabad,residential,standard,281329,4244,15380,39424,332272,5369,2816,3012,10003,5848,1089,15992366
3300,1,pune,commercial,basic,137980,2211,7951,17243,150104,2234,1039,1208,5439,3832,374,6275679
2500,1,kolkata,residential,premium,124656,1957,6555,18634,104979,2431,1140,996,4204,2834,542,7966431
550,2,chennai,residential,premium,65104,1093,3737,9964,46562,1281,541,464,2517,1682,228,4268153
1000,1,pune,industrial,basic,27559,418,1464,3619,40926,675,286,437,962,648,118,2009542
4150,2,hyderabad,residential,basic,290271,4534,15063,34144,350613,5738,2141,3488,10913,7106,952,16181530
450,1,jaipur,industrial,standard,12495,178,713,1638,21141,428,143,161,456,255,64,896426
3350,2,delhi,residential,standard,295826,4847,14952,36066,311230,4100,2182,2861,11728,7654,936,17281042
3150,1,bangalore,residential,standard,136645,2165,7745,18608,129203,2794,1063,1123,5948,3941,435,8497150
1250,1,chennai,residential,standard,49304,750,2632,6181,55704,779,430,516,2270,1236,204,3350307
2400,4,bangalore,residential,premium,647106,9944,33889,75875,444933,11056,4381,3663,19301,13413,2020,38792106
3850,4,mumbai,residential,premium,1098068,18720,65210,161861,638082,20655,8377,6743,36239,28964,3380,73868242
500,2,hyderabad,residential,standard,40364,628,2171,4584,49470,639,387,427,1633,1070,139,2555743
2550,2,pune,commercial,premium,405837,5527,22420,46924,221274,4586,2700,1860,15099,9503,1157,19801852
3050,2,jaipur,residential,basic,153391,2498,8481,21641,246591,4807,1787,2187,6528,3953,679,8909056
4300,4,chennai,residential,standard,771564,10951,36470,89739,855124,16892,5608,6324,27354,18583,2549,46653931
4800,2,ahmedabad,residential,basic,255852,3941,15758,39237,476037,5576,2380,4188,8777,6951,1100,15150401
3350,2,pune,residential,standard,266984,4307,15117,43269,326165,5572,2594,2946,9347,7533,1104,17557033
1200,1,bangalore,residential,premium,80065,1144,4064,10801,59456,1077,545,525,3016,2091,273,5093848
1900,4,lucknow,residential,basic,182900,2700,11551,26150,323053,5081,2421,3112,6959,5118,910,10946946
1400,1,mumbai,residential,basic,59089,854,3368,6840,67391,676,340,570,2481,1570,166,3192327
3150,4,lucknow,residential,basic,291967,4903,15742,40309,595935,7623,3915,5383,11925,7224,1362,18182319
4850,2,lucknow,residential,standard,316100,4849,16501,33573,432488,6531,3031,4099,10004,6498,1506,18134897
4750,1,jaipur,commercial,standard,215706,3291,10440,29892,222592,3761,1653,1827,7456,4605,660,9466454
1200,4,chennai,residential,standard,196202,2849,12404,23343,195101,3256,1519,2118,6681,5367,735,12881835
1250,1,jaipur,residential,standard,42862,635,2152,5393,52593,1167,442,539,1417,1008,171,2504250
4100,2,ahmedabad,residential,basic,223542,3526,13391,29831,337079,6393,2055,3021,8396,5498,991,13141707
2050,3,pune,residential,standard,257802,4169,15400,30941,278669,5154,2120,2329,8380,6447,897,16208287
4650,1,hyderabad,residential,basic,141257,2394,7740,18529,227778,2616,1130,2089,4995,3916,545,9120367
3350,2,ahmedabad,residential,basic,183301,3081,9266,26475,323380,3437,1838,2416,6823,4100,727,10502408
2750,2,jaipur,commercial,premium,306777,4967,19355,42893,230597,6565,2599,2336,13024,7045,1192,17174363
4850,1,hyderabad,residential,standard,187273,3229,10374,22659,201175,3928,1571,2064,7909,5309,699,12684191
2150,1,bangalore,industrial,premium,113784,1762,6506,15330,92462,1957,1018,767,3681,2817,445,9027385
4350,2,kolkata,residential,standard,309428,5045,18864,34427,427826,8001,3367,3354,9720,6874,1369,18208671
4400,1,kolkata,commercial,standard,204845,3359,10485,24278,204316,2641,1415,1715,8038,5230,661,9331414
1250,1,kolkata,commercial,standard,55467,905,3548,8236,53978,939,492,483,2454,1463,197,2669379
4800,2,bangalore,residential,standard,449062,6256,25064,61703,430594,7387,3375,4078,16250,10187,1360,25684902
3150,1,bangalore,residential,standard,139078,2157,7201,18905,141125,2978,1138,1196,5950,3626,459,8846920
1050,4,kolkata,residential,premium,223419,3236,10950,28376,172619,5464,1843,1878,6506,5792,930,14129865
1350,2,hyderabad,residential,basic,91072,1406,4576,11964,133196,2079,765,999,3401,2288,327,4982188
1850,1,jaipur,residential,standard,63289,945,3610,8939,89876,1504,561,811,2548,1660,251,3740096
3500,1,delhi,commercial,standard,197398,3246,10248,29500,154088,3310,1397,1312,7547,4976,540,9510646
4450,3,delhi,residential,premium,798941,13803,47801,108691,606136,12544,7061,4885,27080,17775,2674,56028915
1500,2,chennai,residential,standard,131343,1854,7449,14147,147799,1899,1198,1116,4738,3407,464,7541523
4000,3,bangalore,commercial,standard,714723,10106,41265,101563,527295,7451,4340,4408,26524,15318,1905,33953810
400,2,chennai,residential,standard,34864,538,1852,3944,38491,528,287,323,1222,825,121,2016730
3600,4,mumbai,residential,premium,1083016,17642,58121,138633,600891,17044,6127,6120,35730,25614,3214,68401378
3750,1,ahmedabad,residential,basic,98705,1641,5810,15294,156749,2037,1093,1594,4291,2446,414,6195468
2250,1,chennai,residential,basic,75977,1111,4395,8853,108021,1227,578,1009,2430,2052,295,4587331
3150,3,pune,residential,standard,374341,6352,24518,57697,436801,8625,3394,3967,17031,10895,1389,24058813
800,2,pune,residential,standard,65618,952,4022,10020,79378,1434,625,625,2864,1714,235,4226103
3050,1,pune,residential,basic,99268,1458,6324,12179,145590,1986,910,1166,3331,2236,366,6002302
4100,5,kolkata,residential,basic,605124,8141,30816,81670,885683,14542,6354,7535,19001,15496,2678,34702187
4750,3,chennai,commercial,premium,1104915,17638,54505,125438,667041,13088,6392,5912,46190,24676,2962,53862053
4350,2,hyderabad,residential,standard,352557,5943,18657,39430,396317,6377,3016,3581,14497,9681,1293,20879878
4500,2,jaipur,residential,premium,440901,5930,20212,48784,394799,10255,4582,3383,15027,9443,1937,27836130
3100,1,lucknow,residential,premium,128425,1962,7982,20062,152354,3055,1313,1349,5197,3508,715,8399101
3300,5,kolkata,residential,standard,573513,8260,35162,73371,796366,14830,5078,6196,19997,14591,2657,34995627
850,2,pune,commercial,premium,127794,1892,6878,17713,69183,2357,897,617,4732,2997,326,6734099
1900,1,mumbai,residential,basic,79234,1193,4682,9986,82964,1194,471,671,2617,1939,232,4767678
2150,2,pune,residential,standard,179335,3043,10278,26839,206728,2722,1682,1733,5941,4649,674,11439730
4650,4,delhi,residential,standard,777734,11927,46738,98133,843279,11586,7097,7478,32534,22361,2556,51103421
1450,2,lucknow,residential,standard,84339,1264,5253,10155,121936,2685,933,1202,2898,2122,469,5366200
2300,2,jaipur,residential,standard,154023,2528,9131,16142,208536,4276,1441,1696,5009,4109,751,9409847
4900,2,hyderabad,commercial,basic,390965,6755,23324,44737,428665,5675,2941,3616,15591,8977,1064,17975330
3300,2,chennai,residential,standard,287917,4230,15950,41645,292670,4206,1983,2458,10856,6945,962,17608442
2100,4,mumbai,residential,basic,329580,5417,20338,45634,336392,5477,2247,2983,12756,9236,913,20048702
2100,2,delhi,commercial,standard,237880,4011,12391,25834,208417,3701,1369,1812,7543,6061,622,10948593
2650,2,bangalore,residential,premium,337796,5613,18622,36920,225285,6390,2445,2191,11069,9246,1124,21522364
2200,2,mumbai,residential,basic,187697,2708,9036,24105,202020,2928,1203,1542,7339,4026,521,10161967
1050,1,lucknow,residential,premium,47328,752,2592,4972,46558,969,521,412,1936,1020,214,3093728
2650,1,chennai,residential,standard,115556,1862,5586,14312,127832,2038,892,969,4759,2930,382,6777383
4000,2,bangalore,commercial,standard,502037,6912,26730,59342,327300,6759,3059,3391,18955,11253,1128,22318748
850,5,ahmedabad,residential,basic,111131,1671,6529,14551,203741,3096,1060,1750,3597,3084,467,6445590
550,1,mumbai,residential,standard,28224,399,1515,4150,26585,504,188,207,1021,703,86,1791733
550,4,mumbai,commercial,standard,149552,2336,8463,16852,95924,1837,774,959,5103,3805,346,7153056
4750,1,jaipur,residential,basic,123420,2089,7161,16551,193150,2672,1337,1833,4434,2692,521,7441606
450,1,lucknow,residential,standard,14251,224,838,1808,18257,275,161,186,446,343,62,850249
2900,2,chennai,industrial,basic,167768,2389,9325,20357,282396,4138,1411,2104,6350,3669,697,11450539
800,3,mumbai,residential,standard,116488,1751,7636,17640,119060,2176,867,1001,5064,2887,389,8054379
2900,1,chennai,residential,standard,123949,1780,6465,15647,132987,2504,1098,1292,4488,2693,407,7228782
1250,1,bangalore,residential,standard,60408,864,3202,8212,60846,880,495,438,2153,1452,193,3414662
4500,2,pune,residential,standard,389239,5945,18856,47552,425102,5676,3086,3312,12561,8963,1404,22972597
1250,4,hyderabad,residential,basic,152779,2602,9693,22917,229451,2966,1405,1833,6588,4325,646,9473498
4150,1,ahmedabad,residential,basic,115244,1569,6287,12341,170583,3285,1152,1700,3760,3109,486,6699898
700,1,bangalore,commercial,standard,39257,586,2040,4849,33477,621,277,305,1611,1064,97,1918471
1650,2,mumbai,residential,standard,172193,2862,10550,23572,162411,2252,1007,1404,5403,4605,520,10852092
4700,2,kolkata,residential,standard,355386,4720,20252,38822,380979,7314,3724,3843,12097,9212,1304,19700159
3650,3,delhi,residential,standard,513980,7220,29200,61225,519668,7506,3992,4535,16753,11199,1573,29783132
1550,1,delhi,commercial,standard,81885,1227,5085,11495,77334,1386,465,605,2771,2324,242,4194240
3350,1,mumbai,residential,standard,165054,2519,9241,25155,160808,2768,1238,1189,6590,4765,493,10420133
4550,4,delhi,residential,standard,793611,13265,42088,116244,752436,12422,6434,7247,27435,18734,2848,50298513
4150,2,delhi,residential,standard,379997,6107,21628,54515,336060,5443,2872,3163,11460,9045,1342,21540826
4000,1,pune,residential,standard,164775,2373,9035,19279,170258,3691,1368,1595,6125,4668,570,10633231
450,1,mumbai,commercial,basic,24925,376,1384,2970,21530,288,133,189,906,524,60,1041656
1250,3,chennai,residential,basic,128913,2143,7291,16287,165043,2987,940,1641,4073,3211,434,7592368
2900,3,kolkata,residential,basic,261218,4152,13820,35853,361118,5846,2129,3588,8798,5544,953,14330812
1250,1,lucknow,residential,standard,36392,563,2323,4597,59873,1167,448,540,1408,905,201,2366583
2200,2,chennai,residential,standard,177774,2640,11027,24872,215256,3115,1455,1892,7273,4746,641,11288793
3850,1,jaipur,industrial,standard,93568,1528,4952,11437,180017,3401,1476,1724,3161,2723,566,8065683
4600,3,pune,residential,basic,476215,6653,27089,59770,658300,9558,3450,5316,18304,11151,1819,26241372
2350,2,delhi,residential,standard,191017,3112,12531,27716,206787,3344,1864,1798,8842,5614,676,13188179
800,5,lucknow,residential,premium,184390,2736,9181,23604,166428,5566,1805,1611,5603,4069,797,10870862
1950,2,pune,residential,standard,169706,2753,9576,22057,184389,2529,1198,1638,6831,3792,567,10363515
1800,2,delhi,industrial,premium,183774,2533,10129,21332,172329,3367,1965,1443,7417,3961,710,15122212
1450,3,jaipur,commercial,premium,260119,3964,15061,30827,214381,3783,2231,1785,10314,6479,894,12644873
4500,4,kolkata,industrial,standard,547729,8587,30079,70410,874243,15934,7180,6741,19015,13501,2470,37840924
3150,5,chennai,residential,basic,506041,7601,30499,78046,648257,11384,4855,6359,22745,12867,1929,32001876
1550,1,mumbai,residential,premium,118857,1708,6673,15454,64476,2109,853,664,4830,2804,343,7626715
3350,3,bangalore,residential,basic,387674,5440,18085,42445,492519,7776,3046,3720,15639,9523,1230,22030002
2350,2,kolkata,commercial,standard,213041,3672,13101,27489,230972,4286,1680,1901,6877,5013,709,10715097
3400,3,delhi,residential,standard,459324,6601,23109,48461,494860,7449,3597,4063,16537,10575,1402,27377439
3000,1,lucknow,industrial,standard,70869,1059,4192,9043,127795,2678,1113,1348,2697,1657,487,5571844
2800,2,lucknow,residential,basic,143135,2070,7253,16842,269106,4221,1659,2247,4756,3177,645,8376691
4450,2,jaipur,residential,standard,293752,4439,16698,44261,387701,5805,3419,3906,11078,6316,1347,18127140
4500,4,chennai,commercial,basic,763455,13113,40217,105242,847067,13707,5745,6324,26308,18671,2074,34341283
1300,2,jaipur,commercial,premium,159332,2143,7584,20453,114115,3207,1157,1006,6046,3995,513,7503931
1300,1,chennai,commercial,standard,72591,1145,3599,10744,63018,951,509,502,2372,1686,189,3436997
3050,1,mumbai,residential,standard,147341,2285,8077,22498,151177,2500,1078,1129,5978,3825,444,10149267
2150,4,mumbai,commercial,standard,604561,8168,32021,69429,368719,6239,3115,3807,21784,15569,1242,27151029
2500,2,mumbai,residential,premium,347801,6022,19794,39360,213701,5158,2311,2231,15284,8949,1074,25139062
3750,2,bangalore,residential,premium,457936,7693,24859,55386,371019,10266,3544,2701,16437,10670,1613,31184435
3450,4,chennai,residential,standard,588877,9585,29015,65651,680845,10568,4201,5263,21031,13477,1872,36558411
4500,4,mumbai,residential,standard,893262,13716,51271,134868,795881,16408,6280,7338,38595,24896,2823,57326257
4800,3,hyderabad,residential,premium,850294,11884,44621,96668,717722,18749,6698,5324,30897,20838,2949,53534134
1400,2,mumbai,residential,standard,147318,2261,8033,15692,116532,1757,959,1101,5130,3283,441,8569831
3750,3,jaipur,commercial,standard,511655,6660,28872,70271,506106,7845,4389,4337,18159,13114,1551,21943796
1000,3,hyderabad,residential,premium,165506,2427,9539,25025,129723,3285,1450,1260,6364,4192,599,11700609
4250,1,delhi,residential,premium,273370,4353,13137,34975,170809,5338,2071,1850,9784,6337,937,16819694
3000,2,jaipur,residential,basic,147642,2521,8060,23301,264979,3935,1594,2614,6381,4064,745,8829742
2350,2,bangalore,residential,standard,220796,3512,11872,23387,227083,4055,1871,1847,8187,5093,741,12857331
2400,2,delhi,commercial,standard,265344,4141,16406,41669,192342,4478,1795,1747,9416,7548,781,13401587
500,1,bangalore,residential,standard,21929,324,1215,3154,20283,330,192,187,735,535,76,1348211
4100,1,chennai,industrial,standard,131752,2049,7097,18301,203309,3551,1368,1582,5436,3550,594,10139904
2050,4,mumbai,industrial,standard,349973,5521,20601,39671,356307,6038,2848,3332,11885,8382,1199,25219956
4950,2,lucknow,commercial,standard,425406,5517,22905,59660,409160,6961,3255,3686,12785,10545,1425,19480070
2550,4,jaipur,residential,standard,313921,5033,18811,40487,460193,6313,3297,4241,11143,8058,1593,21019367
4150,2,jaipur,residential,premium,404686,5985,20098,45186,354779,7739,4178,2965,13527,10093,1771,25208958
4900,2,mumbai,residential,standard,534163,7664,27541,63912,489930,8204,3782,3536,20911,12177,1548,30285447
3350,2,delhi,residential,standard,291751,4957,15671,43367,302667,4192,2648,2918,9945,7091,1057,17604685
4000,1,chennai,residential,standard,164689,2496,8591,19587,162018,2493,1258,1759,5467,3847,544,10340164
650,1,kolkata,commercial,basic,24633,342,1463,3455,27717,470,206,239,884,620,83,1091160
3000,1,ahmedabad,residential,premium,133723,2230,8345,17841,130565,4178,1483,1215,5787,3328,605,9003423
3950,4,pune,residential,standard,628375,9633,33568,72650,680675,10842,5629,6097,23124,16561,2318,39041666
1200,4,ahmedabad,residential,standard,175200,2356,9027,24390,224763,4015,1612,1689,6965,4319,737,9672780
1100,1,ahmedabad,residential,standard,37391,598,1892,4709,48419,1052,338,407,1291,965,148,2395341
1850,2,hyderabad,residential,basic,115954,1761,6827,17256,154845,2431,965,1399,4530,2874,449,6631400
1500,2,kolkata,residential,standard,100106,1515,5495,12470,120916,2272,946,1109,3449,2657,483,6808241
2450,3,lucknow,commercial,basic,217983,3646,12979,34335,314975,3601,1991,2727,7559,5641,941,10945595
1700,1,delhi,commercial,standard,90946,1548,5135,12009,82624,1667,581,624,3312,2192,238,4401051
1550,1,delhi,residential,standard,69597,969,4137,9546,67903,1281,480,569,2284,1871,245,3992759
4150,2,chennai,commercial,standard,461440,6799,25854,67071,410392,5374,2603,3269,15757,10283,1259,21883222
600,2,delhi,residential,premium,69514,1181,4242,9068,51706,1459,622,510,2299,1667,261,4875572
4550,3,hyderabad,residential,premium,719035,12710,39927,112482,578068,14456,7458,5920,29067,21273,2730,50161583
2950,2,delhi,residential,basic,208175,3299,12467,29626,242239,4136,1852,2356,8540,5433,649,11657212
550,2,kolkata,residential,standard,42218,645,1969,4330,50076,757,348,460,1290,917,169,2394840
2800,4,chennai,residential,premium,693494,9306,38842,77215,555470,11419,4970,4424,20770,16594,2284,43776084
3850,1,bangalore,residential,standard,175402,2812,9446,19763,187200,3061,1456,1546,7036,4645,599,10334740
2100,2,ahmedabad,industrial,basic,95236,1340,4707,10493,183652,2742,1258,1746,3292,2191,494,6496900
600,3,chennai,residential,standard,73164,1163,3968,11041,84853,1498,653,685,2760,2077,280,4617952
4200,2,mumbai,residential,basic,323720,4966,18619,40169,355145,4641,2662,3073,13656,9550,954,19168569
1300,2,mumbai,commercial,premium,257290,4135,12129,27360,114334,2655,1445,1011,8823,6106,540,12390072
2600,1,bangalore,residential,premium,160683,2562,8658,24594,125841,2620,1149,991,6765,4351,527,10751014
3650,4,hyderabad,industrial,basic,367512,6299,19051,43668,689654,9327,3529,6087,12077,9785,1774,26141593
4150,2,jaipur,residential,premium,401011,5868,20837,57212,340513,10546,3718,3272,13212,8911,1905,24231914
1400,2,chennai,residential,standard,120781,1739,6772,12902,122680,2390,842,1010,4956,3226,453,7263457
850,1,hyderabad,residential,premium,49634,764,2725,5592,42161,1161,451,375,1911,1222,191,3110027
1000,1,chennai,residential,standard,42579,624,2469,5127,43427,934,358,408,1743,1026,157,2488261
1500,2,kolkata,residential,standard,103786,1612,5482,12623,132470,1846,968,1332,3394,2565,454,6395644
3750,2,mumbai,residential,standard,377051,6119,22962,49201,334717,5309,2924,3116,13881,9244,1115,24728247
3550,1,bangalore,residential,standard,157717,2530,8415,21919,146276,3200,1154,1468,6952,3494,559,10337836
1800,3,kolkata,residential,standard,187565,2702,10845,21880,224430,4260,1733,2132,7800,4333,814,12193738
4050,2,jaipur,residential,premium,376269,5370,19727,43312,339500,9536,4008,3594,13792,10175,1727,23952939
1250,2,jaipur,residential,standard,84135,1298,4317,10747,122099,1885,962,966,3493,1972,368,5177063
550,2,hyderabad,residential,standard,47387,720,2689,5851,47010,739,387,486,1825,1162,165,2636951
3450,5,ahmedabad,residential,basic,495620,7059,26286,55382,708231,12571,4200,6123,18125,11650,2270,27789126
2550,2,lucknow,residential,standard,150088,2355,8306,18183,211308,3727,1986,1856,6384,3945,712,9372214
4300,1,hyderabad,residential,basic,137314,2280,7692,15387,196118,3343,1163,1606,4851,3333,521,8184852
2950,2,chennai,residential,basic,200612,2765,9994,25108,282040,3278,1822,2211,7916,4511,748,11370059
2600,2,pune,residential,standard,233185,3129,13448,29594,251542,3896,1925,1946,8580,5985,752,13723767
1500,2,chennai,residential,standard,126912,1884,7502,16826,141604,2485,1026,1251,4209,3415,487,7662454
1950,1,lucknow,commercial,standard,77979,1221,4729,11090,80482,1675,646,779,3236,1874,269,3825855
5000,4,chennai,commercial,premium,1484184,25249,89138,224661,978067,18492,10539,8644,51887,40523,4099,79548697
3450,4,hyderabad,industrial,standard,439238,6777,27056,61134,581935,13281,4747,4955,18689,11037,1889,35278753
450,2,delhi,residential,standard,38167,548,2027,4381,44120,568,301,332,1352,869,126,2458202
3000,1,delhi,industrial,standard,107836,1749,5661,14371,144534,2049,1004,1169,3289,2785,446,7908728
3000,1,lucknow,commercial,standard,120718,1879,5969,18383,124222,2181,1078,1309,5070,2931,439,5578206
4300,2,bangalore,industrial,premium,407096,7174,26183,55219,347809,10361,4791,3693,15160,12071,1883,36807733
1250,2,bangalore,residential,premium,151698,2383,8678,22002,114460,2824,1307,891,6574,3590,511,10482330
3300,5,mumbai,residential,basic,645156,10627,36622,89976,729256,11030,4995,5832,22265,17393,2141,37839231
2700,3,mumbai,residential,standard,417397,6498,24910,59648,396955,5112,2757,2936,14748,10001,1208,25929425
4850,2,kolkata,commercial,basic,368160,5090,21996,49125,453371,7699,2609,4344,14129,8816,1246,15781818
